Python,Java,C++,JavaScript,C#,PHP,Ruby,Swift,Go,Rust,Software_Development_Experience,Database_Management,Networking_Skills,Web_Development_Experience,Communication_Skills,Problem_Solving_Abilities,Teamwork_Collaboration,Time_Management,Adaptability,Personal_Interests,Internship_Experience,Certifications_Training,Leadership_Experience,Career_Goals
2,3,1,4,3,3,1,2,2,2,7,1,8,4,1,1,3,3,8,Research,No,No,No,docker
8,2,4,3,3,1,3,3,2,2,9,2,4,3,1,8,3,2,4,Research,No,Yes,No,python
9,3,1,1,2,3,1,4,4,3,7,4,1,2,1,9,1,3,1,Management,No,No,No,python
1,1,4,2,4,1,2,1,3,2,3,4,9,2,1,8,3,4,3,Research,Yes,Yes,No,linux
3,3,2,3,2,3,3,1,2,3,4,4,3,1,3,9,2,8,3,Coding,Yes,No,No,qa
1,4,1,1,7,3,1,3,2,1,8,7,3,2,3,3,4,2,2,Research,No,Yes,No,aspnet-core
9,2,1,4,3,2,4,2,3,2,4,2,1,2,2,8,1,3,3,Design,No,No,No,ai-agents
7,3,4,3,1,1,4,1,1,3,2,3,7,1,1,9,2,4,4,Research,Yes,Yes,No,ai-red-teaming
1,2,1,3,3,3,2,1,4,3,7,4,9,2,3,2,1,4,9,Management,Yes,No,No,docker
2,4,1,3,3,7,1,3,4,2,3,7,4,8,4,3,2,3,1,Management,No,No,No,php
1,2,1,1,4,3,3,2,1,1,1,7,2,2,4,2,1,9,2,Coding,Yes,Yes,No,sql
8,3,2,2,3,4,1,4,1,4,7,1,2,1,2,4,4,3,3,Research,Yes,Yes,No,ai-engineer
3,4,1,1,2,2,3,3,1,4,1,2,2,2,7,4,4,7,1,Coding,No,No,No,technical-writer
2,4,4,4,3,3,3,2,1,9,8,2,3,2,1,9,1,4,4,Coding,Yes,Yes,No,rust
3,2,1,2,4,3,3,3,3,4,4,4,3,3,9,2,9,2,4,Design,Yes,Yes,Yes,engineering-manager
8,1,4,2,4,1,1,3,4,1,2,9,2,1,2,2,4,9,4,Coding,No,No,No,data-analyst
1,2,3,1,3,3,4,1,3,4,4,1,2,1,8,3,4,7,2,Design,Yes,Yes,No,technical-writer
4,2,1,7,3,2,3,2,4,2,2,9,4,2,4,3,1,4,3,Design,Yes,No,No,mongodb
7,2,4,1,3,2,3,2,1,1,7,4,2,2,2,4,3,2,1,Coding,No,No,No,ai-engineer
3,2,2,9,4,3,3,2,1,1,1,2,1,7,1,2,1,1,7,Research,No,No,No,vue
4,1,1,4,4,3,1,2,4,1,7,2,9,3,4,3,4,2,7,Design,No,Yes,No,terraform
2,9,1,1,2,1,2,1,4,4,7,2,4,3,4,2,3,3,9,Design,No,Yes,No,android
3,4,4,2,4,3,1,1,1,2,1,3,4,2,1,7,4,8,4,Research,Yes,Yes,No,qa
2,1,4,9,3,2,1,2,1,2,4,2,4,9,3,4,4,4,4,Management,Yes,No,No,frontend
2,4,4,9,1,2,3,2,3,3,2,2,9,3,4,3,4,3,9,Coding,No,No,No,cloudflare
8,3,2,4,3,3,3,4,3,2,9,9,3,4,1,3,3,4,2,Management,Yes,No,No,backend
7,2,2,2,1,2,4,3,4,1,8,3,4,1,2,8,3,4,3,Research,No,Yes,No,python
2,2,2,1,3,1,4,1,2,1,8,2,7,1,4,2,2,4,8,Research,No,No,No,kubernetes
4,1,1,4,1,1,3,2,1,4,2,4,8,2,2,4,1,3,8,Management,Yes,Yes,No,aws
4,2,4,4,4,3,1,3,1,2,2,2,2,4,1,8,3,8,1,Coding,No,No,No,qa
4,2,3,7,1,4,3,2,2,1,9,3,4,3,3,2,2,2,8,Coding,Yes,No,No,react-native
4,2,3,4,7,1,4,3,2,1,8,9,2,3,3,4,2,1,4,Coding,Yes,Yes,No,aspnet-core
3,1,4,4,1,3,2,4,2,3,4,2,4,4,9,4,4,9,2,Coding,No,Yes,No,technical-writer
2,3,2,1,4,3,2,4,4,7,8,3,1,2,3,9,1,1,1,Design,No,Yes,No,rust
1,4,4,7,4,3,2,1,1,4,1,3,3,8,3,4,4,1,1,Management,No,No,No,angular
3,3,4,1,7,1,1,1,3,1,8,9,4,1,2,2,2,4,1,Design,No,No,No,aspnet-core
9,1,1,4,4,4,2,1,3,3,7,2,9,4,2,3,1,1,2,Research,Yes,Yes,No,mlops
2,4,1,3,1,1,2,4,1,3,7,4,8,1,3,3,2,9,4,Management,Yes,No,No,devops
2,1,1,2,4,1,2,2,4,2,4,2,1,4,9,2,9,4,1,Coding,No,Yes,Yes,engineering-manager
2,3,4,9,3,3,1,4,2,4,4,7,4,4,2,4,2,3,3,Design,No,No,No,mongodb
1,3,1,1,4,4,1,4,3,2,2,3,1,4,4,7,4,8,1,Coding,No,Yes,No,qa
1,3,3,7,1,3,1,3,1,3,2,1,2,9,3,2,1,1,1,Research,Yes,No,No,typescript
2,1,1,7,1,2,1,3,1,3,4,2,2,9,4,2,2,2,1,Design,No,Yes,No,typescript
2,4,2,1,1,4,3,4,1,3,9,3,9,3,4,2,4,1,9,Research,No,No,No,kubernetes
4,1,4,4,1,4,3,1,3,1,3,3,4,2,8,2,2,2,7,Research,No,Yes,No,ux-design
2,4,3,3,2,4,3,2,4,1,2,9,4,1,1,4,1,8,3,Research,Yes,Yes,No,redis
1,4,1,2,3,2,3,1,2,3,2,1,9,4,3,7,3,1,1,Research,Yes,No,No,linux
7,1,1,2,2,2,4,4,2,1,4,4,4,3,1,9,2,2,3,Design,No,No,No,ai-agents
4,1,2,4,2,1,2,1,2,3,2,3,7,1,4,8,4,2,9,Coding,No,Yes,No,cyber-security
7,1,1,2,1,3,4,3,2,4,9,4,9,4,3,1,2,1,3,Design,No,Yes,No,mlops
8,3,2,2,3,2,3,3,3,3,3,4,2,4,2,7,1,4,2,Research,Yes,Yes,No,ai-agents
1,3,4,2,3,1,4,4,2,2,7,4,9,1,2,4,1,1,7,Coding,Yes,Yes,No,terraform
2,4,7,1,2,1,2,4,2,1,2,3,3,4,1,8,4,4,4,Design,Yes,Yes,No,game-developer
4,1,3,8,3,3,2,3,4,2,2,9,2,3,2,2,2,1,1,Research,Yes,Yes,No,mongodb
2,4,1,9,2,1,4,1,4,2,9,9,2,4,4,3,3,4,1,Coding,No,No,No,nodejs
4,3,2,2,1,2,2,4,2,2,1,2,4,4,9,4,1,9,4,Coding,No,Yes,No,technical-writer
8,4,3,9,2,1,3,1,1,4,3,7,4,8,2,4,4,4,3,Research,Yes,Yes,No,full-stack
4,1,2,4,3,1,1,1,3,2,9,4,9,2,3,3,1,2,8,Coding,No,No,No,terraform
1,3,3,1,4,4,3,2,1,2,1,7,4,1,1,2,2,8,4,Management,No,Yes,No,redis
4,2,1,8,4,4,3,2,2,2,1,4,2,9,2,2,3,3,4,Coding,No,Yes,No,frontend
3,2,1,9,1,3,3,1,1,3,3,4,1,9,4,2,4,2,2,Coding,Yes,No,No,frontend
1,2,1,7,2,4,3,1,4,1,3,3,4,9,4,2,1,2,4,Coding,Yes,Yes,No,angular
1,4,9,3,3,3,4,2,2,3,7,1,2,2,1,9,3,3,1,Coding,Yes,Yes,No,cpp
4,3,4,3,2,1,2,2,4,2,3,8,3,3,3,1,2,8,4,Coding,No,Yes,No,sql
1,4,4,1,3,1,1,2,4,2,7,3,7,3,4,4,1,4,7,Coding,Yes,No,No,terraform
3,4,4,2,1,2,3,2,2,2,7,3,7,3,1,4,3,3,9,Coding,No,No,No,docker
4,2,1,4,4,2,3,3,2,4,2,4,4,1,7,2,3,8,2,Research,No,No,No,technical-writer
2,3,1,8,4,4,2,2,2,3,8,1,4,4,3,1,3,2,8,Management,Yes,No,No,react-native
3,2,2,1,4,1,4,3,2,1,1,3,1,1,8,1,7,1,3,Management,Yes,No,Yes,engineering-manager
2,2,1,2,9,3,3,2,2,1,7,7,4,4,1,4,1,3,3,Management,No,Yes,No,aspnet-core
1,4,2,2,2,2,3,4,3,3,1,3,2,4,8,1,4,9,2,Research,Yes,No,No,technical-writer
1,3,1,3,1,3,2,3,2,2,7,2,8,2,4,4,4,1,7,Design,No,Yes,No,kubernetes
9,4,2,3,1,1,4,2,2,2,7,4,9,1,3,2,1,2,4,Research,No,No,No,mlops
4,4,4,8,3,2,2,4,3,2,7,7,1,1,2,2,2,3,1,Management,Yes,No,No,nodejs
8,2,3,3,4,3,2,1,3,3,1,4,1,3,3,8,1,3,3,Management,No,No,No,ai-agents
2,4,1,1,1,2,1,2,3,3,1,3,8,1,1,8,3,2,1,Design,No,No,No,linux
4,2,2,7,4,1,3,2,3,1,4,4,1,8,3,3,2,1,7,Research,No,No,No,react
2,1,9,3,1,4,4,4,2,2,4,4,4,2,4,8,1,2,4,Research,Yes,No,No,game-developer
1,2,3,1,2,3,1,4,2,4,3,2,8,1,2,9,3,3,2,Management,No,No,No,linux
1,1,9,2,3,3,2,4,4,4,3,2,4,2,1,8,3,3,2,Design,No,Yes,No,game-developer
9,1,2,3,4,3,3,4,3,3,8,2,2,4,4,7,4,4,3,Design,No,No,No,python
2,4,4,7,3,4,1,4,1,1,3,1,3,8,2,2,2,1,9,Coding,No,No,No,vue
1,2,1,2,1,4,2,2,2,4,8,4,8,3,2,9,3,3,4,Management,No,No,No,system-design
2,4,1,9,3,2,1,3,4,4,2,4,1,8,1,2,2,2,7,Coding,No,Yes,No,vue
1,2,4,8,4,3,3,2,1,1,1,9,1,4,1,1,3,4,4,Design,Yes,No,No,mongodb
9,4,1,2,1,3,1,2,2,2,1,9,2,3,4,2,4,8,2,Coding,No,Yes,No,data-analyst
3,4,3,2,4,3,3,4,1,3,2,3,9,2,3,8,2,1,9,Research,Yes,No,No,cyber-security
1,8,7,2,2,1,1,3,3,4,4,2,4,2,1,9,3,1,2,Coding,No,No,No,computer-science
1,1,4,2,7,2,1,4,4,2,9,9,2,4,1,4,2,1,1,Coding,Yes,Yes,No,aspnet-core
3,7,3,2,1,3,2,4,3,2,7,2,4,4,2,4,2,3,8,Coding,No,Yes,No,android
3,9,3,4,3,1,2,2,4,3,7,3,3,1,4,2,3,1,7,Design,Yes,Yes,No,android
2,4,2,8,3,3,1,1,3,4,4,3,3,7,3,3,4,1,3,Coding,No,Yes,No,frontend
4,4,2,1,4,4,1,4,3,1,1,2,1,2,9,2,3,9,2,Management,No,No,No,technical-writer
8,1,2,2,1,2,1,2,1,3,1,4,2,2,4,7,3,4,2,Management,Yes,No,No,ai-agents
2,1,1,4,1,4,2,3,1,2,3,3,7,3,4,7,2,1,1,Coding,No,Yes,No,linux
4,2,3,4,1,4,3,3,1,1,7,1,8,2,1,1,4,1,9,Design,Yes,Yes,No,terraform
3,2,4,8,4,3,4,4,3,3,8,1,2,3,3,2,3,4,9,Management,Yes,No,No,react-native
2,4,1,3,3,1,1,2,2,4,2,1,7,1,3,8,4,4,3,Design,Yes,No,No,linux
4,3,3,3,3,2,1,1,3,3,2,3,8,2,1,8,4,2,4,Coding,No,Yes,No,linux
1,1,3,1,1,2,1,1,1,1,4,1,4,4,9,2,1,4,7,Coding,No,No,No,ux-design
2,2,3,3,2,1,2,2,1,4,3,1,2,3,7,2,7,3,1,Design,Yes,Yes,No,devrel
4,4,1,2,1,2,3,4,2,2,3,2,3,1,9,4,9,3,1,Research,Yes,No,No,devrel
2,4,1,4,4,1,2,2,2,4,4,1,2,2,7,4,1,1,7,Research,No,No,No,ux-design
1,3,7,3,2,1,3,3,1,2,9,1,4,1,2,7,4,4,3,Design,No,Yes,No,cpp
9,1,2,2,3,3,3,1,2,3,8,3,8,4,3,3,1,3,2,Coding,Yes,Yes,No,mlops
3,4,1,9,3,2,4,4,4,4,1,2,4,8,1,3,3,4,2,Coding,No,No,No,angular
3,2,2,1,3,4,1,1,4,4,8,4,9,1,1,2,1,7,2,Research,Yes,No,No,devops
8,1,4,2,2,2,4,4,1,1,8,4,3,3,3,2,1,2,4,Research,Yes,Yes,No,ai-engineer
7,3,1,2,4,3,2,3,3,1,7,8,4,4,3,1,3,4,2,Coding,No,No,No,backend
4,1,4,4,2,3,1,2,1,3,4,3,4,2,9,3,4,1,9,Design,Yes,No,No,ux-design
3,4,4,3,4,1,2,1,4,3,9,3,7,2,1,4,2,3,8,Coding,Yes,No,No,kubernetes
9,2,4,8,3,1,2,3,1,1,3,7,3,7,2,4,3,2,4,Research,No,No,No,full-stack
2,1,3,4,2,1,4,1,2,4,3,2,3,3,3,9,3,8,2,Management,Yes,No,No,qa
3,1,2,9,1,2,1,3,4,2,4,4,1,8,1,3,4,4,1,Research,No,Yes,No,frontend
2,3,4,1,3,4,3,1,2,1,2,8,1,2,3,2,3,8,1,Design,Yes,No,No,redis
3,3,8,1,1,3,4,2,1,3,2,2,4,4,4,7,1,3,1,Coding,No,Yes,No,game-developer
1,2,4,3,3,4,2,4,1,4,1,1,2,4,9,1,7,4,4,Research,Yes,No,Yes,engineering-manager
8,4,4,7,3,1,4,2,1,3,1,8,3,8,4,2,2,4,1,Research,Yes,No,No,full-stack
3,2,1,4,2,3,3,2,2,4,2,3,7,4,4,4,2,2,9,Research,Yes,Yes,No,aws
4,1,1,1,4,2,1,4,4,4,2,7,3,1,1,3,1,7,3,Coding,Yes,Yes,No,sql
7,1,2,1,1,3,2,2,3,2,7,2,4,2,3,8,2,3,3,Management,Yes,Yes,No,python
3,3,1,9,1,3,1,2,2,4,3,3,2,8,3,1,3,3,8,Research,Yes,No,No,react
2,7,3,1,4,4,4,2,3,3,7,1,4,1,3,1,3,3,7,Coding,Yes,Yes,No,android
1,3,8,3,1,4,3,2,2,1,1,4,3,2,2,9,2,4,1,Coding,Yes,Yes,No,game-developer
4,3,7,2,1,4,3,2,3,4,2,3,1,1,1,8,4,3,3,Coding,Yes,No,No,game-developer
8,2,3,2,2,4,1,4,1,3,4,7,4,4,1,9,3,3,1,Design,Yes,Yes,No,ai-data-scientist
9,1,1,4,3,4,4,4,4,2,3,8,3,3,1,9,3,3,4,Design,No,Yes,No,ai-data-scientist
3,4,3,4,1,2,4,4,3,2,1,2,2,4,9,3,8,3,1,Management,No,Yes,Yes,engineering-manager
3,3,3,1,2,4,3,3,3,9,9,4,1,4,1,8,4,3,3,Coding,No,No,No,rust
7,2,1,7,4,4,1,1,2,3,4,7,1,7,4,1,4,3,1,Research,No,Yes,No,full-stack
1,7,4,1,3,2,1,2,3,3,8,3,4,2,2,2,3,1,7,Design,No,Yes,No,android
1,2,2,2,2,2,4,4,1,4,3,9,3,2,3,2,4,9,4,Design,Yes,No,No,sql
4,3,3,7,1,2,2,1,2,4,2,7,1,4,3,1,1,3,2,Research,No,Yes,No,mongodb
2,8,9,4,3,3,1,4,4,4,4,3,2,4,3,7,3,2,4,Management,Yes,Yes,No,computer-science
9,4,4,1,3,2,2,4,2,3,8,3,1,2,1,7,3,1,2,Management,No,No,No,python
2,2,1,1,1,1,1,3,4,3,1,9,4,2,2,3,3,8,1,Design,No,Yes,No,sql
3,2,8,4,2,3,2,3,2,3,8,3,3,1,1,9,4,4,3,Coding,No,Yes,No,cpp
2,3,9,3,2,3,3,4,4,1,9,3,3,2,3,9,3,2,2,Design,No,Yes,No,cpp
3,2,4,1,4,1,4,3,3,4,1,3,8,2,1,9,2,4,7,Research,No,No,No,cyber-security
4,3,4,4,2,2,3,2,3,1,1,3,3,1,9,1,9,2,1,Research,Yes,Yes,No,devrel
1,3,1,3,4,1,1,1,1,2,3,3,1,3,9,1,8,2,2,Research,No,No,Yes,engineering-manager
1,3,1,3,4,4,1,3,2,3,3,7,3,3,1,3,2,7,1,Research,No,Yes,No,redis
9,1,1,4,1,4,4,3,2,1,3,8,4,4,2,1,2,8,1,Management,No,No,No,data-analyst
3,2,9,1,1,2,4,3,8,3,4,2,2,4,1,8,4,4,3,Design,No,Yes,No,blockchain
7,1,4,4,2,3,4,4,1,4,1,7,1,3,4,7,4,2,3,Design,Yes,No,No,ai-data-scientist
2,4,1,7,1,1,4,2,3,2,4,2,1,7,1,3,3,2,9,Management,Yes,No,No,vue
3,1,2,4,4,4,3,1,4,3,3,2,3,3,9,4,3,4,9,Management,Yes,No,No,ux-design
2,3,8,1,2,4,4,2,3,4,4,4,1,4,2,7,1,4,4,Design,No,No,No,game-developer
1,4,7,3,1,1,1,1,2,1,2,1,4,3,3,7,2,3,4,Coding,Yes,No,No,game-developer
4,4,3,7,2,3,1,1,3,3,8,9,4,4,2,4,3,1,2,Research,Yes,No,No,nodejs
3,2,1,8,2,1,2,1,4,3,4,2,4,9,3,2,3,3,1,Management,No,No,No,angular
3,1,2,4,4,2,2,3,2,8,8,1,3,2,3,8,1,2,3,Design,Yes,Yes,No,rust
3,3,3,4,4,4,4,1,3,2,2,1,9,4,1,3,2,1,9,Management,Yes,Yes,No,aws
9,1,2,2,1,1,4,1,3,4,9,9,1,4,2,4,3,2,3,Coding,No,Yes,No,backend
4,9,9,3,4,1,4,1,2,2,1,4,2,4,1,8,2,3,4,Design,Yes,No,No,computer-science
4,4,7,4,4,4,2,1,2,1,8,3,1,1,2,8,1,1,2,Research,No,No,No,cpp
1,3,3,2,3,3,3,4,4,1,4,3,1,3,8,3,9,1,3,Research,Yes,No,No,devrel
3,4,3,7,1,3,1,1,4,4,3,3,4,7,2,2,3,3,7,Research,No,Yes,No,react
3,4,4,2,8,1,3,1,2,1,7,8,4,1,4,2,1,4,4,Coding,No,No,No,aspnet-core
2,4,3,1,1,1,1,3,2,4,8,1,9,1,3,9,3,1,1,Design,No,Yes,No,system-design
4,2,4,4,3,2,3,3,3,3,1,8,4,4,3,4,1,7,1,Management,Yes,No,No,redis
3,1,1,3,3,4,4,1,2,2,8,1,7,3,4,7,4,3,1,Coding,Yes,No,No,system-design
4,2,2,1,1,3,1,1,2,3,4,1,9,4,4,9,4,1,9,Coding,No,No,No,cyber-security
3,3,3,8,4,1,4,2,1,3,2,9,3,4,1,3,3,3,4,Management,No,No,No,mongodb
1,4,4,4,2,4,3,2,3,2,4,3,9,2,4,8,4,3,4,Design,Yes,No,No,linux
4,4,4,3,1,1,3,1,4,3,9,3,8,1,3,3,2,2,8,Management,Yes,Yes,No,docker
2,1,1,3,1,3,2,3,4,3,7,4,7,4,4,1,2,2,9,Coding,Yes,Yes,No,kubernetes
3,2,1,4,1,3,3,2,1,3,2,8,3,1,4,3,2,8,3,Research,No,No,No,sql
7,3,3,2,2,3,4,1,2,2,8,1,1,1,4,8,1,3,4,Management,No,No,No,python
9,4,2,4,2,3,4,3,4,2,8,8,1,3,2,1,2,4,1,Coding,No,No,No,backend
4,9,2,4,1,3,4,3,3,3,8,3,2,4,1,4,3,4,8,Design,Yes,Yes,No,android
4,2,2,3,3,4,1,1,4,3,2,3,2,4,7,3,2,9,4,Design,No,Yes,No,technical-writer
1,3,4,1,3,3,3,4,4,3,2,1,2,1,7,3,8,2,3,Management,Yes,No,Yes,engineering-manager
3,1,2,9,4,1,2,3,2,3,4,2,8,4,1,2,4,1,9,Management,Yes,Yes,No,cloudflare
7,1,2,3,3,3,2,4,2,4,7,3,9,1,2,2,1,3,2,Coding,Yes,Yes,No,mlops
1,3,1,4,2,3,4,2,3,4,7,1,9,4,2,1,2,3,9,Research,No,No,No,kubernetes
4,2,1,3,1,1,2,3,2,3,2,3,2,2,7,4,7,4,3,Design,No,No,Yes,engineering-manager
3,3,2,3,1,1,2,2,4,4,1,4,3,3,8,4,4,2,8,Coding,No,Yes,No,ux-design
7,1,1,1,1,2,4,1,2,3,3,3,3,3,4,9,4,2,3,Coding,Yes,No,No,ai-agents
9,4,4,1,3,3,2,4,2,2,9,1,3,1,2,2,2,1,1,Coding,Yes,No,No,ai-engineer
3,1,3,1,3,2,4,1,3,1,3,2,3,3,9,4,8,2,3,Research,No,Yes,Yes,engineering-manager
1,2,8,4,1,4,2,2,3,1,2,3,2,4,2,8,2,1,2,Management,Yes,Yes,No,game-developer
4,1,3,3,2,3,2,4,2,4,1,2,3,4,9,4,1,7,4,Coding,No,No,Yes,product-manager
2,4,1,2,4,3,4,4,2,3,1,8,3,4,2,2,2,7,3,Management,Yes,No,No,redis
4,2,2,9,1,2,4,1,4,1,1,7,1,2,2,3,3,4,1,Research,Yes,No,No,mongodb
1,2,3,1,3,4,1,2,4,3,3,3,4,2,9,2,4,7,1,Coding,Yes,No,No,technical-writer
4,2,3,9,3,1,2,4,1,4,4,1,4,8,1,3,2,1,1,Research,No,No,No,angular
8,1,3,3,1,1,2,1,2,4,4,7,3,3,1,4,3,9,2,Research,No,Yes,No,data-analyst
4,3,2,1,4,1,4,3,3,4,2,3,9,2,2,7,3,3,9,Design,No,No,No,cyber-security
8,3,1,3,3,2,3,1,3,4,3,7,2,3,4,1,3,7,3,Coding,No,No,No,data-analyst
2,1,1,3,4,1,3,2,2,1,4,4,3,3,9,2,9,1,3,Coding,Yes,Yes,No,devrel
2,4,4,4,2,3,1,2,2,3,3,3,4,1,9,2,7,1,1,Coding,No,Yes,No,devrel
3,1,3,2,3,7,4,3,2,2,1,9,3,8,3,4,4,1,4,Research,Yes,Yes,No,php
2,1,3,3,2,3,4,4,1,3,3,3,9,2,1,8,3,2,7,Research,Yes,Yes,No,cyber-security
8,2,4,1,2,4,3,4,2,2,8,4,4,3,3,2,4,1,4,Research,Yes,Yes,No,ai-engineer
4,1,4,4,4,1,1,1,1,4,1,1,8,3,3,1,3,3,8,Research,Yes,Yes,No,aws
3,2,4,4,2,4,1,1,2,3,3,7,1,4,2,3,3,7,2,Design,Yes,No,No,redis
2,3,3,7,4,3,2,1,1,2,3,1,3,8,2,1,4,4,3,Management,Yes,No,No,frontend
1,4,1,7,4,3,1,1,3,1,9,3,3,3,2,4,2,1,7,Design,No,Yes,No,react-native
3,1,9,3,4,4,4,2,9,1,1,4,1,3,4,9,2,1,3,Management,No,No,No,blockchain
1,3,2,1,8,2,4,1,1,1,9,7,4,4,1,4,4,1,2,Design,Yes,No,No,aspnet-core
1,4,4,9,4,4,2,1,1,1,4,2,1,8,2,1,2,4,1,Design,No,No,No,angular
4,4,1,4,4,3,4,2,2,3,4,2,9,2,4,9,1,1,2,Design,Yes,Yes,No,linux
8,3,2,8,2,3,1,3,3,2,2,9,4,9,3,2,1,2,2,Research,No,No,No,full-stack
2,1,3,3,1,2,1,2,3,1,9,3,9,2,4,3,4,8,4,Research,Yes,No,No,devops
3,4,1,9,3,4,1,1,1,2,1,2,9,4,3,3,3,4,8,Research,Yes,Yes,No,cloudflare
8,4,4,9,2,3,3,3,1,2,2,7,4,8,3,4,1,1,2,Management,Yes,No,No,full-stack
3,3,1,1,1,2,3,4,4,3,2,1,8,4,4,9,3,1,7,Research,Yes,No,No,cyber-security
9,4,4,2,4,1,2,1,1,4,7,7,3,4,4,3,2,2,3,Management,No,Yes,No,backend
1,2,2,4,3,1,3,1,1,1,8,4,7,4,1,2,2,1,8,Management,Yes,No,No,docker
9,4,1,1,1,4,2,2,1,3,2,7,3,2,2,3,2,9,4,Coding,Yes,Yes,No,data-analyst
3,1,2,4,3,3,1,1,1,1,1,1,1,1,8,4,3,8,4,Design,No,Yes,Yes,product-manager
4,2,2,9,1,3,4,4,2,1,3,9,3,4,3,2,1,3,1,Management,No,Yes,No,mongodb
3,4,1,2,3,4,3,3,1,1,2,4,3,3,7,1,1,9,2,Research,No,No,Yes,product-manager
1,4,4,4,3,4,4,2,3,3,1,3,9,2,4,4,3,3,7,Design,Yes,Yes,No,aws
3,3,1,9,3,3,1,3,2,2,1,3,3,7,1,1,3,2,1,Research,Yes,Yes,No,angular
9,3,1,8,4,4,3,1,2,1,4,8,2,7,3,2,3,2,2,Design,No,No,No,full-stack
4,2,3,1,2,1,3,1,2,4,7,4,9,4,4,2,3,1,8,Research,Yes,Yes,No,docker
3,4,4,3,4,1,3,2,3,3,3,1,2,2,7,4,3,9,3,Management,Yes,No,No,technical-writer
4,1,1,9,2,4,4,3,1,1,1,1,9,3,3,3,3,2,9,Coding,No,No,No,cloudflare
4,1,4,2,2,4,3,1,3,9,8,4,1,4,1,9,4,3,2,Coding,Yes,Yes,No,rust
1,1,1,3,4,3,3,3,2,3,1,3,4,1,1,8,2,9,1,Management,Yes,No,No,qa
4,3,7,3,2,3,3,1,8,2,1,3,1,2,2,9,1,3,2,Design,Yes,No,No,blockchain
3,2,2,8,4,2,3,4,4,4,4,7,4,3,4,3,3,4,2,Research,No,Yes,No,mongodb
3,3,9,2,3,4,4,4,8,2,3,3,3,4,4,8,3,3,3,Research,No,Yes,No,blockchain
3,2,8,3,4,2,4,1,3,2,4,1,2,4,1,7,4,2,2,Research,Yes,Yes,No,game-developer
3,4,1,3,1,2,4,3,3,2,2,3,7,2,2,4,1,4,9,Design,Yes,Yes,No,aws
8,2,3,3,2,4,4,4,3,2,4,9,1,2,1,8,1,1,3,Coding,No,Yes,No,ai-data-scientist
4,4,2,7,1,2,2,2,3,4,4,1,2,7,2,1,1,4,8,Design,Yes,No,No,react
3,3,3,1,3,3,3,4,1,9,8,3,1,2,1,8,1,1,4,Design,Yes,No,No,rust
3,4,2,3,4,2,4,2,1,7,8,2,1,2,2,8,3,3,2,Research,No,No,No,rust
2,4,4,4,1,2,1,3,2,4,4,1,8,3,1,8,1,4,8,Design,Yes,Yes,No,cyber-security
1,4,2,4,8,2,3,1,4,1,7,7,3,1,3,2,1,4,3,Design,No,Yes,No,aspnet-core
4,3,2,2,3,2,2,4,1,2,8,2,7,4,4,1,2,8,4,Management,No,No,No,devops
8,4,1,4,4,2,2,3,4,1,9,2,8,3,3,3,4,1,4,Research,Yes,Yes,No,mlops
4,2,3,3,1,3,4,3,2,3,2,3,3,4,7,3,4,4,8,Management,Yes,No,No,ux-design
9,2,2,1,3,3,3,4,2,1,9,2,9,2,4,1,2,1,1,Coding,Yes,Yes,No,mlops
1,3,8,4,4,3,3,2,4,2,9,3,2,4,1,9,3,3,3,Design,No,No,No,cpp
1,1,3,3,1,1,1,2,2,8,7,1,2,2,1,7,3,2,3,Design,Yes,No,No,rust
1,4,2,9,2,1,2,4,3,2,4,8,4,2,4,1,1,1,2,Coding,No,Yes,No,mongodb
4,3,2,2,1,2,1,1,4,7,7,1,1,2,3,8,2,3,1,Management,Yes,Yes,No,rust
1,2,1,4,4,1,1,2,4,3,8,4,8,4,4,4,1,4,7,Coding,No,Yes,No,terraform
2,3,3,1,2,2,3,4,2,2,1,8,3,3,4,4,2,9,3,Coding,No,No,No,redis
7,4,1,4,2,2,3,4,3,1,8,2,8,1,1,1,3,1,4,Design,No,Yes,No,mlops
8,1,4,4,2,1,2,2,3,1,4,7,4,2,3,3,4,8,2,Management,Yes,Yes,No,data-analyst
2,1,2,2,3,2,1,4,1,1,9,3,8,2,1,4,2,7,4,Coding,Yes,No,No,devops
2,1,2,9,2,3,4,4,4,2,1,7,3,3,3,4,2,1,1,Coding,No,Yes,No,mongodb
3,4,1,2,3,1,2,2,1,8,9,3,2,1,1,8,3,3,3,Design,No,No,No,rust
2,2,3,1,4,3,1,2,2,4,1,1,2,4,7,1,8,1,4,Management,Yes,No,Yes,engineering-manager
2,1,3,1,4,2,3,4,2,1,7,1,7,2,3,2,3,4,7,Coding,No,Yes,No,terraform
4,9,4,2,2,4,3,4,4,2,7,4,1,2,2,1,4,2,9,Coding,No,No,No,android
1,3,2,8,3,2,4,1,2,3,2,8,2,1,3,4,1,3,3,Design,Yes,Yes,No,mongodb
2,3,3,8,2,4,3,4,1,2,4,3,4,8,1,3,3,1,7,Management,Yes,Yes,No,react
1,3,2,1,1,2,3,2,1,3,1,3,8,1,2,9,3,3,1,Research,No,No,No,linux
1,4,1,8,3,1,4,3,4,3,3,1,9,2,1,2,2,3,8,Research,Yes,No,No,cloudflare
2,4,2,2,2,4,1,4,1,3,7,4,8,2,1,2,3,1,7,Research,No,No,No,terraform
3,1,4,3,1,1,1,1,2,2,4,4,1,4,3,9,4,7,2,Design,No,No,No,qa
